uniprot_id,peptide_missing_rate,nflank_missing_rate,cflank_missing_rate,n_peptides
P32004,0.0,0.0,0.0,5
P32019,0.0,0.0,0.0,8
P32189,0.0,0.0,0.0,3
P32239,0.0,0.0,0.0,4
P32248,0.0,0.0,0.0,3
P32249,0.0,0.0,0.0,1
P32297,0.0,0.0,0.0,7
P32314,0.0,0.0,0.0,1
P32321,0.0,0.0,0.0,3
P32322,0.0,0.0,0.0,3
P32455,0.0,0.0,0.0,3
P32519,0.0,0.0,0.0,5
P32856,0.0,0.0,0.0,3
P32929,0.0,0.0,0.0,6
P32969,0.0,0.0,0.0,4
P32970,0.0,0.0,0.0,2
P33076,0.0,0.0,0.0,10
P33121,0.0,0.0,0.0,6
P33151,0.0,0.0,0.0,1
P33176,0.0,0.0,0.0,12
P33240,0.0,0.0,0.0,2
P33241,0.0,0.0,0.0,2
P33402,0.0,0.0,0.0,7
P33527,0.0,0.0,0.0,16
P33897,0.0,0.0,0.0,5
P33908,0.0,0.0,0.0,6
P33947,0.0,0.0,0.0,3
P33981,0.0,0.0,0.0,5
P33991,0.0,0.0,0.0,15
P33992,0.0,0.0,0.0,11
P33993,0.0,0.0,0.0,8
P34059,0.0,0.0,0.0,4
P34810,0.0,0.0,0.0,3
P34820,0.0,0.0,0.0,6
P34896,0.0,0.0,0.0,4
P34897,0.0,0.0,0.0,4
P34913,0.0,0.0,0.0,6
P34925,0.0,0.0,0.0,4
P34931,0.0,0.0,0.0,8
P34932,0.0,0.0,0.0,5
P34949,0.0,0.0,0.0,4
P34969,0.0,0.0,0.0,3
P35125,0.0,0.0,0.0,6
P35219,0.0,0.0,0.0,1
P35221,0.0,0.0,0.0,12
P35222,0.0,0.0,0.0,10
P35226,0.0,0.0,0.0,3
P35227,0.0,0.0,0.0,3
P35232,0.0,0.0,0.0,4
P35236,0.0,0.0,0.0,3
P35237,0.0,0.0,0.0,2
P35240,0.0,0.0,0.0,3
P35241,0.0,0.0,0.0,2
P35244,0.0,0.0,0.0,3
P35249,0.0,0.0,0.0,4
P35250,0.0,0.0,0.0,4
P35251,0.0,0.0,0.0,5
P35354,0.0,0.0,0.0,5
P35398,0.0,0.0,0.0,5
P35408,0.0,0.0,0.0,3
P35414,0.0,0.0,0.0,6
P35443,0.0,0.16666666666666666,0.0,6
P35499,0.0,0.0,0.0,10
P35503,0.0,0.0,0.0,2
P35520,0.0,0.0,0.0,2
P35527,0.0,0.0,0.0,2
P35556,1.0,1.0,1.0,2
P35568,0.0,0.0,0.0,3
P35573,0.0,0.0,0.0,13
P35579,0.0,0.0,0.0,25
P35580,0.0,0.0,0.0,12
P35590,0.0,0.0,0.0,4
P35606,0.0,0.0,0.0,13
P35609,0.0,0.0,0.0,4
P35610,0.0,0.0,0.0,8
P35611,0.0,0.0,0.0,5
P35612,0.0,0.0,0.0,5
P35613,0.0,0.0,0.0,6
P35625,0.0,0.0,0.0,2
P35626,0.0,0.0,0.0,6
P35638,0.0,0.0,0.0,2
P35658,0.0,0.0,0.0,14
P35670,0.0,0.0,0.0,9
P35712,0.0,0.0,0.0,5
P35713,0.0,0.0,0.0,2
P35716,0.0,0.0,0.0,1
P35749,0.0,0.0,0.0,13
P35790,0.0,0.0,0.0,7
P35813,0.0,0.0,0.0,1
P35869,0.0,0.0,0.0,10
P35908,0.0,0.0,0.0,5
P35914,0.0,0.0,0.0,6
P35916,0.0,0.0,0.0,8
P35998,0.0,0.0,0.0,5
P36021,0.0,0.0,0.0,5
P36222,0.0,0.0,0.0,3
P36382,0.0,0.0,0.0,3
P36383,0.0,0.0,0.0,4
P36402,0.0,0.0,0.0,1
P36405,0.0,0.0,0.0,1
P36406,0.0,0.0,0.0,8
P36507,0.0,0.0,0.0,2
P36508,0.0,0.0,0.0,5
P36544,0.0,0.0,0.0,4
P36578,0.0,0.0,0.0,1
P36639,0.0,0.0,0.25,4
P36776,0.0,0.0,0.0,15
P36871,0.0,0.0,0.0,8
P36873,0.0,0.0,0.0,3
P36888,0.0,0.0,0.0,5
P36897,0.0,0.0,0.0,4
P36915,0.0,0.0,0.0,4
P36941,0.0,0.0,0.0,1
P36952,0.0,0.0,0.0,3
P36954,0.0,0.0,0.0,1
P36955,0.0,0.0,0.0,2
P36956,0.0,0.0,0.0,16
P36957,0.0,0.0,0.0,2
P36959,0.0,0.0,0.0,2
P37059,0.0,0.0,0.0,3
P37088,0.0,0.0,0.0,4
P37108,0.0,0.0,0.0,2
P37198,0.0,0.0,0.0,2
P37231,0.0,0.0,0.0,3
P37235,0.0,0.0,0.0,1
P37268,0.0,0.0,0.0,4
P37287,0.0,0.0,0.0,3
P37802,0.0,0.0,0.0,1
P37837,0.0,0.0,0.0,3
P37840,0.0,0.0,0.0,2
P38117,0.0,0.0,0.0,3
P38159,0.0,0.0,0.0,1
P38398,0.0,0.0,0.0,6
P38432,0.0,0.0,0.0,1
P38435,0.0,0.0,0.0,6
P38571,0.0,0.0,0.0,3
P38606,0.0,0.0,0.0,6
P38646,0.0,0.0,0.0,6
P38919,0.0,0.0,0.0,6
P38935,0.0,0.0,0.0,5
P38936,0.0,0.0,0.0,2
P39019,0.0,0.0,0.0,1
P39023,0.0,0.0,0.0,3
P39060,0.0,0.0,0.0,5
P39210,0.0,0.0,0.25,4
P39656,0.0,0.0,0.0,5
P39687,0.0,0.0,0.0,5
P39748,0.0,0.0,0.0,6
P39880,0.0,0.0,0.0,10
P40121,0.0,0.0,0.0,4
P40123,0.0,0.0,0.0,4
P40126,0.0,0.0,0.0,4
P40189,0.0,0.0,0.0,6
P40197,0.0,0.0,0.0,3
P40198,0.0,0.0,0.0,2
P40222,0.0,0.0,0.0,3
P40227,0.0,0.0,0.0,8
P40259,0.0,0.0,0.0,5
P40305,0.0,0.0,0.0,3
P40429,0.0,0.0,0.0,5
P40617,0.0,0.0,0.0,2
P40692,0.0,0.0,0.0,7
P40763,0.0,0.0,0.0,13
P40818,0.0,0.0,0.0,3
P40855,0.0,0.0,0.0,2
P40925,0.0,0.0,0.0,5
P40926,0.0,0.0,0.0,4
P40937,0.0,0.0,0.0,5
P40938,0.0,0.0,0.0,3
P40939,0.0,0.0,0.0,6
P40967,0.0,0.0,0.0,9
P41002,0.0,0.0,0.0,8
P41091,0.0,0.0,0.0,11
P41134,0.0,0.0,0.0,2
P41146,0.0,0.0,0.0,4
P41161,0.0,0.0,0.0,1
P41162,0.0,0.0,0.0,2
P41181,0.0,0.0,0.0,1
P41182,0.0,0.0,0.0,1
P41212,0.0,0.0,0.0,3
P41214,0.0,0.0,0.0,4
P41218,0.0,0.0,0.0,2
P41219,0.0,0.0,0.0,4
P41220,0.0,0.0,0.0,1
P41221,0.0,0.0,0.0,1
P41225,0.0,0.0,0.0,1
P41226,0.0,0.0,0.0,8
P41227,0.0,0.0,0.0,1
P41229,0.0,0.0,0.0,11
P41231,0.0,0.0,0.0,1
P41250,0.0,0.0,0.0,12
P41252,0.0,0.0,0.0,7
P41279,0.0,0.0,0.0,5
P41440,0.0,0.0,0.0,3
P41597,0.0,0.0,0.0,4
P41970,0.0,0.0,0.0,3
P42025,0.0,0.0,0.0,6
P42126,0.0,0.0,0.0,3
P42166,0.0,0.0,0.0,3
P42224,0.0,0.0,0.0,16
P42226,0.0,0.0,0.0,7
P42229,0.0,0.0,0.0,7
P42285,0.0,0.0,0.0,15
P42330,0.0,0.0,0.0,2
P42336,0.0,0.0,0.0,12
P42338,0.0,0.0,0.0,8
P42345,0.0,0.0,0.0,40
P42356,0.0,0.0,0.0,26
P42357,0.0,0.0,0.0,10
P42566,0.0,0.0,0.0,9
P42568,0.0,0.0,0.0,2
P42575,0.0,0.0,0.1111111111111111,9
P42677,0.0,0.0,0.0,1
P42684,0.0,0.0,0.0,4
P42685,0.0,0.0,0.0,3
P42694,0.0,0.0,0.0,9
P42695,0.0,0.0,0.0,10
P42696,0.0,0.0,0.0,4
P42704,0.0,0.0,0.0,15
P42765,0.0,0.0,0.0,5
P42766,0.0,0.0,0.0,4
P42768,0.0,0.0,0.0,5
P42773,0.0,0.0,0.0,2
P42785,0.0,0.0,0.0,6
P42858,1.0,1.0,1.0,43
P42892,0.0,0.0,0.0,7
P42898,0.0,0.0,0.0,2
P43005,0.0,0.0,0.0,8
P43007,0.0,0.0,0.0,9
P43034,0.0,0.0,0.0,4
P43146,0.0,0.0,0.0,8
P43155,0.0,0.0,0.0,4
P43234,0.0,0.0,0.0,2
P43235,0.0,0.0,0.0,2
P43243,0.0,0.0,0.0,6
P43246,0.0,0.0,0.0,11
P43250,0.0,0.0,0.0,1
P43251,0.0,0.0,0.0,4
P43304,0.0,0.0,0.0,5
P43307,0.0,0.0,0.0,4
P43308,0.0,0.0,0.0,2
P43353,0.0,0.0,0.0,3
P43354,0.0,0.0,0.0,3
P43355,0.0,0.0,0.16666666666666666,6
P43356,0.0,0.0,0.0,4
P43357,0.0,0.0,0.0,2
P43358,0.0,0.0,0.2,5
P43360,0.0,0.0,0.0,2
P43362,0.0,0.0,0.25,4
P43363,0.0,0.0,0.0,2
P43364,0.0,0.0,0.2,5
P43365,0.0,0.0,0.0,4
P43378,0.0,0.0,0.0,3
P43403,0.0,0.0,0.0,7
P43405,0.0,0.0,0.0,4
P43487,0.0,0.0,0.0,1
P43490,0.0,0.0,0.0,3
P43686,0.0,0.0,0.0,3
P43694,0.0,0.0,0.0,2
P43897,0.0,0.0,0.0,4
P45378,0.0,0.0,0.0,2
P45844,0.0,0.0,0.0,6
P45974,0.0,0.0,0.0,3
P46013,1.0,1.0,1.0,10
P46019,0.0,0.0,0.0,6
P46020,0.0,0.0,0.0,9
P46059,0.0,0.0,0.0,8
P46060,0.0,0.0,0.14285714285714285,7
P46063,0.0,0.0,0.0,4
P46087,0.0,0.0,0.0,5
P46089,0.0,0.0,0.0,3
P46091,0.0,0.0,0.0,6
P46092,0.0,0.0,0.0,3
P46094,0.0,0.0,0.0,3
P46100,0.0,0.0,0.0,11
P46199,0.0,0.0,0.0,4
P46379,0.0,0.0,0.0,15
P46459,0.0,0.0,0.0,6
P46531,0.0,0.0,0.0,4
P46663,0.0,0.0,0.0,5
P46695,0.0,0.0,0.0,3
P46734,0.0,0.0,0.0,5
P46736,0.0,0.0,0.0,3
P46776,0.0,0.0,0.0,2
P46777,0.0,0.0,0.0,2
P46779,0.0,0.0,0.0,1
P46781,0.0,0.0,0.0,4
P46782,0.0,0.0,0.0,2
P46783,0.0,0.25,0.0,4
P46821,0.0,0.0,0.0,10
P46926,0.0,0.0,0.0,3
P46939,1.0,1.0,1.0,38
P46940,0.0,0.0,0.0,23
P46976,0.0,0.25,0.0,4
P46977,0.0,0.0,0.0,7
P47712,0.0,0.0,0.0,8
P47755,0.0,0.0,0.0,2
P47756,0.0,0.0,0.0,8
P47870,0.0,0.0,0.0,5
P47895,0.0,0.0,0.0,2
P47897,0.0,0.0,0.125,8
P47901,0.0,0.0,0.0,7
P47914,0.0,0.0,0.0,2
P47972,0.0,0.0,0.0,5
P47974,0.0,0.0,0.0,1
P47985,0.0,0.0,0.0,3
P47989,0.0,0.0,0.0,2
P48047,0.0,0.0,0.0,3
P48048,0.0,0.0,0.0,2
P48051,0.0,0.0,0.0,3
P48058,0.0,0.0,0.0,8
P48059,0.0,0.0,0.0,5
P48060,0.0,0.0,0.0,2
P48066,0.0,0.0,0.0,2
P48067,0.0,0.0,0.0,8
P48147,0.0,0.0,0.0,1
P48163,0.0,0.0,0.0,5
P48165,0.0,0.0,0.0,5
P48167,0.0,0.0,0.0,1
P48200,0.0,0.0,0.0,8
P48201,0.0,0.0,0.0,1
P48378,0.0,0.0,0.0,5
P48380,0.0,0.0,0.0,3
P48382,0.0,0.0,0.0,2
P48426,0.0,0.0,0.0,5
P48431,0.0,0.0,0.0,1
P48436,0.0,0.0,0.0,4
P48443,0.0,0.0,0.0,2
P48444,0.0,0.0,0.16666666666666666,6
P48449,0.0,0.0,0.0,4
P48454,0.0,0.0,0.0,4
P48506,0.0,0.0,0.0,4
P48507,0.0,0.0,0.0,1
P48509,0.0,0.0,0.0,2
P48552,0.0,0.0,0.0,6
P48553,0.0,0.0,0.0,17
P48556,0.0,0.0,0.0,4
P48634,0.0,0.0,0.0,4
P48637,0.0,0.0,0.125,8
P48643,0.0,0.0,0.0,8
P48651,0.0,0.0,0.0,3
P48681,0.0,0.0,0.0,9
P48723,0.0,0.0,0.0,7
P48729,0.0,0.0,0.0,1
P48730,0.0,0.0,0.0,1
P48735,0.0,0.0,0.0,2
P48736,0.0,0.0,0.0,11
P48739,0.0,0.0,0.0,2
P48751,0.0,0.0,0.0,8
P48764,0.0,0.0,0.0,12
P48995,0.0,0.0,0.0,7
P49005,0.0,0.0,0.0,3
P49023,0.0,0.0,0.0,3
P49116,0.0,0.0,0.0,7
P49137,0.0,0.0,0.0,2
P49184,0.0,0.0,0.0,2
P49189,0.0,0.0,0.0,2
P49207,0.0,0.0,0.0,1
P49238,0.0,0.0,0.0,4
P49257,0.0,0.0,0.0,3
P49279,0.0,0.0,0.0,6
P49281,0.0,0.0,0.0,7
P49286,0.0,0.0,0.0,2
P49321,0.0,0.0,0.0,11
P49326,0.0,0.0,0.0,3
P49327,0.0,0.0,0.0,42
P49336,0.0,0.0,0.0,2
P49356,0.0,0.0,0.0,6
P49366,0.0,0.0,0.0,2
P49368,0.0,0.0,0.0,6
P49406,0.0,0.0,0.0,2
P49407,0.0,0.0,0.0,4
P49411,0.0,0.0,0.0,2
P49418,0.0,0.0,0.0,2
P49419,0.0,0.0,0.0,7
P49448,0.0,0.0,0.0,3
P49450,0.0,0.0,0.0,2
P49454,1.0,1.0,1.0,21
P49459,0.0,0.0,0.0,3
P49585,0.0,0.0,0.0,3
P49588,0.0,0.0,0.0,8
P49589,0.0,0.0,0.0,9
P49590,0.0,0.0,0.0,3
P49591,0.0,0.0,0.0,7
P49641,0.0,0.0,0.0,13
P49642,0.0,0.0,0.0,3
P49643,0.0,0.0,0.0,3
P49662,0.0,0.0,0.0,1
P49674,0.0,0.0,0.0,1
P49682,0.0,0.0,0.0,5
P49685,0.0,0.0,0.0,4
P49703,0.0,0.0,0.0,3
P49711,0.0,0.0,0.0,3
P49715,0.0,0.0,0.0,1
P49716,0.0,0.0,0.0,3
P49720,0.0,0.0,0.0,4
P49721,0.0,0.0,0.0,2
P49736,0.0,0.0,0.0,9
P49746,0.0,0.0,0.0,5
P49748,0.0,0.0,0.0,3
P49750,0.0,0.0,0.0,7
P49754,0.0,0.0,0.0,9
P49755,0.0,0.0,0.0,4
P49756,0.0,0.0,0.0,6
P49757,0.0,0.0,0.0,4
P49759,0.0,0.0,0.0,3
P49760,0.0,0.0,0.0,2
P49761,0.0,0.0,0.0,3
P49768,0.0,0.0,0.2,5
P49770,0.0,0.0,0.0,6
P49771,0.0,0.0,0.0,2
P49773,0.0,0.0,0.0,1
P49790,0.0,0.0,0.0,6
P49792,1.0,1.0,1.0,18
P49795,0.0,0.0,0.0,1
P49796,0.0,0.0,0.0,4
P49798,0.0,0.0,0.0,1
P49810,0.0,0.0,0.2,5
P49815,0.0,0.0,0.0,17
P49821,0.0,0.0,0.0,4
P49840,0.0,0.0,0.0,5
P49841,0.0,0.0,0.0,8
P49842,0.0,0.0,0.0,1
P49848,0.0,0.0,0.0,8
P49902,0.0,0.0,0.0,7
P49903,0.0,0.0,0.0,3
P49915,0.0,0.0,0.0,6
P49916,0.0,0.0,0.0,10
P49917,0.0,0.0,0.0,8
P49918,0.0,0.0,0.0,1
P49959,0.0,0.0,0.0,5
P49961,0.0,0.0,0.0,5
P50213,0.0,0.0,0.0,1
P50238,0.0,0.0,0.0,1
P50281,0.0,0.0,0.0,1
P50395,0.0,0.0,0.0,3
P50416,0.0,0.0,0.0,6
P50440,0.0,0.0,0.0,3
P50443,0.0,0.0,0.0,7
P50452,0.0,0.0,0.0,2
P50453,0.0,0.0,0.0,2
P50454,0.0,0.0,0.0,13
P50502,0.0,0.0,0.0,6
P50542,0.0,0.0,0.0,6
P50548,0.0,0.0,0.0,2
P50552,0.0,0.0,0.0,3
P50570,0.0,0.0,0.0,6
P50579,0.0,0.0,0.0,5
P50583,0.0,0.0,0.0,1
P50613,0.0,0.0,0.0,3
P50747,0.0,0.0,0.0,6
P50748,0.0,0.0,0.0,32
P50749,0.0,0.0,0.0,3
P50750,0.0,0.0,0.0,4
P50851,1.0,1.0,1.0,25
P50897,0.0,0.0,0.0,5
P50914,0.0,0.0,0.0,1
P50990,0.0,0.0,0.0,13
P50991,0.0,0.0,0.0,7
P50993,0.0,0.0,0.0,7
P50995,0.0,0.0,0.0,2
P51003,0.0,0.0,0.0,8
P51114,0.0,0.0,0.0,4
P51116,0.0,0.0,0.0,3
P51157,0.0,0.0,0.0,1
P51168,0.0,0.0,0.0,4
P51170,0.0,0.0,0.0,2
P51172,0.0,0.0,0.0,6
P51398,0.0,0.1111111111111111,0.0,9
P51451,0.0,0.0,0.0,2
P51452,0.0,0.0,0.0,2
P51508,0.0,0.0,0.0,3
P51523,0.0,0.0,0.0,1
P51530,0.0,0.0,0.0,6
P51531,0.0,0.0,0.0,15
P51532,0.0,0.0,0.0,14
P51553,0.0,0.0,0.0,3
P51570,0.0,0.0,0.0,2
P51571,0.0,0.0,0.0,6
P51572,0.0,0.0,0.0,5
P51587,1.0,1.0,1.0,18
P51589,0.0,0.0,0.0,5
P51610,0.0,0.0,0.0,14
P51617,0.0,0.0,0.0,7
P51648,0.0,0.0,0.0,7
P51649,0.0,0.0,0.0,1
P51654,0.0,0.0,0.0,7
P51659,0.0,0.0,0.0,5
P51665,0.0,0.0,0.0,6
P51679,0.0,0.0,0.0,5
P51684,0.0,0.0,0.0,7
P51687,0.0,0.0,0.0,5
P51688,0.0,0.0,0.0,1
P51689,0.0,0.0,0.0,3
P51690,0.0,0.0,0.0,9
P51692,0.0,0.0,0.0,6
P51693,0.0,0.0,0.0,5
P51784,0.0,0.0,0.0,11
P51787,0.0,0.0,0.0,5
P51788,0.0,0.0,0.0,9
P51790,0.0,0.0,0.0,9
P51795,0.0,0.0,0.0,7
P51797,0.0,0.0,0.0,8
P51798,0.0,0.0,0.0,11
P51805,0.0,0.0,0.0,12
P51809,0.0,0.0,0.0,2
P51812,0.0,0.0,0.0,6
P51816,0.0,0.0,0.0,5
P51825,0.0,0.0,0.0,6
P51826,0.0,0.0,0.0,5
P51828,0.0,0.0,0.0,7
P51854,0.0,0.0,0.0,3
P51878,0.0,0.0,0.0,4
P51888,0.0,0.0,0.0,6
P51911,0.0,0.0,0.0,1
P51946,0.0,0.0,0.0,5
P51957,0.0,0.0,0.0,3
P51959,0.0,0.0,0.0,1
P52209,0.0,0.0,0.0,4
P52272,0.0,0.0,0.0,13
P52292,0.0,0.0,0.0,13
P52294,0.0,0.0,0.0,5
P52306,0.0,0.0,0.0,6
P52333,0.0,0.0,0.0,15
P52429,0.0,0.0,0.0,5
P52434,0.0,0.0,0.0,2
P52435,0.0,0.0,0.0,2
P52564,0.0,0.0,0.0,2
P52565,0.0,0.0,0.0,1
P52566,0.0,0.0,0.0,2
P52594,0.0,0.0,0.0,5
P52597,0.0,0.0,0.0,1
P52630,0.0,0.0,0.0,11
P52655,0.0,0.0,0.0,3
P52701,0.0,0.0,0.06666666666666667,15
P52732,0.0,0.0,0.0,22
P52735,0.0,0.0,0.0,3
P52737,0.0,0.0,0.0,1
P52739,0.0,0.0,0.0,4
P52746,0.0,0.0,0.0,3
P52747,0.0,0.0,0.0,3
P52756,0.0,0.0,0.0,5
P52758,0.0,0.0,0.0,2
P52788,0.0,0.0,0.0,4
P52789,0.0,0.0,0.0,7
P52798,0.0,0.0,0.0,2
P52799,0.0,0.0,0.0,1
P52815,0.0,0.0,0.0,1
P52824,0.0,0.0,0.0,4
P52848,0.0,0.0,0.0,5
P52888,0.0,0.0,0.0,10
P52895,0.0,0.0,0.0,4
P52948,0.0,0.0,0.0,15
P52954,0.0,0.0,0.0,2
P53004,0.0,0.0,0.0,7
P53007,0.0,0.0,0.0,4
P53041,0.0,0.0,0.0,3
P53350,0.0,0.0,0.0,4
P53355,0.0,0.0,0.0,10
P53365,0.0,0.0,0.0,5
P53367,0.0,0.0,0.0,3
P53370,0.0,0.0,0.0,1
P53384,0.0,0.0,0.0,2
P53396,0.0,0.0,0.0,11
P53567,0.0,0.0,0.0,4
P53582,0.0,0.0,0.0,2
P53597,0.0,0.0,0.0,2
P53602,0.0,0.0,0.0,3
P53609,0.0,0.0,0.0,2
P53611,0.0,0.0,0.0,6
P53618,0.0,0.0,0.0,15
P53621,0.0,0.0,0.0,18
P53634,0.0,0.0,0.0,1
P53667,0.0,0.0,0.0,3
P53671,0.0,0.0,0.0,6
P53675,0.0,0.0,0.0,21
P53677,0.0,0.0,0.0,7
P53680,0.0,0.0,0.0,5
P53794,0.0,0.0,0.0,9
P53804,0.0,0.0,0.0,15
P53814,0.0,0.0,0.0,3
P53816,0.0,0.0,0.0,1
P53985,0.0,0.0,0.0,3
P53990,0.0,0.0,0.0,5
P53992,0.0,0.0,0.0,10
P54098,0.0,0.0,0.0,9
P54108,0.0,0.0,0.0,2
P54132,0.0,0.0,0.0,7
P54136,0.0,0.0,0.0,8
P54198,0.0,0.0,0.0,5
P54252,0.0,0.0,0.0,2
P54259,0.0,0.0,0.0,4
P54274,0.0,0.0,0.0,5
P54277,0.0,0.0,0.0,6
P54278,0.0,0.0,0.0,5
P54284,0.0,0.0,0.0,1
P54289,0.0,0.0,0.0,8
P54577,0.0,0.0,0.0,6
P54578,0.0,0.0,0.0,2
P54619,0.0,0.0,0.0,7
P54646,0.0,0.0,0.0,7
P54652,0.0,0.0,0.0,6
P54687,0.0,0.0,0.0,6
P54709,0.0,0.0,0.0,2
P54725,0.0,0.0,0.0,3
P54727,0.0,0.0,0.0,2
P54760,0.0,0.0,0.0,3
P54762,0.0,0.0,0.0,3
P54802,0.0,0.0,0.0,11
P54803,0.0,0.0,0.0,5
P54819,0.0,0.0,0.0,3
P54829,0.0,0.0,0.0,4
P54840,0.0,0.0,0.0,7
P54855,0.0,0.0,0.0,4
P54886,0.0,0.0,0.0,3
P54920,0.0,0.0,0.0,5
P55010,0.0,0.0,0.0,4
P55011,0.0,0.0,0.0,7
P55036,0.0,0.0,0.0,6
P55039,0.0,0.0,0.0,5
P55040,0.0,0.0,0.0,1
P55042,0.0,0.0,0.0,1
P55055,0.0,0.0,0.0,2
P55058,0.0,0.0,0.0,5
P55060,0.0,0.0,0.0,13
P55061,0.0,0.0,0.0,6
P55072,0.0,0.0,0.0,5
P55081,0.0,0.0,0.0,1
P55083,0.0,0.0,0.0,3
P55084,0.0,0.0,0.0,2
P55085,0.0,0.0,0.0,8
P55145,0.0,0.0,0.0,1
P55160,0.0,0.0,0.0,23
P55196,0.0,0.0,0.0,8
P55199,0.0,0.0,0.0,3
P55201,0.0,0.0,0.0,3
P55209,0.0,0.0,0.0,1
P55212,0.0,0.0,0.0,4
P55263,0.0,0.0,0.0,3
P55265,0.0,0.0,0.0,9
P55268,0.0,0.0,0.0,12
P55273,0.0,0.0,0.0,2
P55286,0.0,0.0,0.0,6
P55290,0.0,0.0,0.0,5
P55344,0.0,0.0,0.0,1
P55786,0.0,0.0,0.0,9
P55808,0.0,0.0,0.0,1
P55809,0.0,0.0,0.0,3
P55884,0.0,0.0,0.0,6
P55899,0.0,0.0,0.0,1
P56182,0.0,0.0,0.0,2
P56192,0.0,0.0,0.0,12
P56270,0.0,0.0,0.0,2
P56278,0.0,0.0,0.0,1
P56282,0.0,0.0,0.0,7
P56524,0.0,0.0,0.0,8
P56537,0.0,0.0,0.0,3
P56545,0.0,0.0,0.0,1
P56556,0.0,0.0,0.0,3
P56589,0.0,0.0,0.0,6
P56693,0.0,0.0,0.0,3
P56817,0.0,0.0,0.0,3
P56937,0.0,0.0,0.0,4
P56945,0.0,0.0,0.1,10
P56962,0.0,0.0,0.0,3
P57057,0.0,0.0,0.0,7
P57059,0.0,0.0,0.0,6
P57060,0.0,0.0,0.0,2
P57071,0.0,0.0,0.0,5
P57073,0.0,0.0,0.0,2
P57076,0.0,0.0,0.0,1
P57078,0.0,0.0,0.0,9
P57081,0.0,0.0,0.0,3
P57082,0.0,0.0,0.0,3
P57086,0.0,0.0,0.0,2
P57087,0.0,0.0,0.0,2
P57088,0.0,0.0,0.0,6
P57678,0.0,0.0,0.0,14
P57679,0.0,0.0,0.0,6
P57721,0.0,0.0,0.0,1
P57723,0.0,0.0,0.0,2
P57727,0.0,0.0,0.0,2
P57735,0.0,0.0,0.0,2
P57737,0.0,0.0,0.0,4
P57740,0.0,0.0,0.0,6
P57764,0.0,0.0,0.0,6
P58004,0.0,0.0,0.0,8
P58005,0.0,0.0,0.0,8
P58107,1.0,1.0,1.0,20
P58166,0.0,0.0,0.0,1
P58215,0.0,0.0,0.0,3
P58317,0.0,0.0,0.0,1
P58340,0.0,0.0,0.0,1
P58397,0.0,0.0,0.0,3
P58511,0.0,0.0,0.0,1
P58546,0.0,0.0,0.0,1
P58876,0.0,0.0,0.0,3
P59044,0.0,0.0,0.0,4
P59045,0.0,0.0,0.0,10
P59542,0.0,0.0,0.0,4
P59666,0.0,0.0,0.0,1
P59780,0.0,0.0,0.0,4
P59817,0.0,0.0,0.0,4
P59826,0.0,0.0,0.0,6
P59901,0.0,0.0,0.0,1
P59998,0.0,0.0,0.0,3
P60033,0.0,0.0,0.0,3
P60059,0.0,0.0,0.0,2
P60174,0.0,0.0,0.0,2
P60228,0.0,0.0,0.0,10
P60468,0.0,0.0,0.0,1
P60510,0.0,0.0,0.0,4
P60520,0.0,0.0,0.0,1
P60660,0.0,0.0,0.0,4
P60709,0.0,0.0,0.0,4
P60763,0.0,0.0,0.0,2
P60842,0.0,0.0,0.0,7
P60900,0.0,0.0,0.0,1
P60903,0.0,0.0,0.0,2
P60953,0.0,0.0,0.0,4
P60981,0.0,0.0,0.0,1
P61011,0.0,0.0,0.0,9
P61026,0.0,0.0,0.0,2
P61086,0.0,0.0,0.0,3
P61088,0.0,0.0,0.0,2
P61106,0.0,0.0,0.0,1
P61160,0.0,0.0,0.0,6
P61165,0.0,0.0,0.0,2
P61201,0.0,0.0,0.0,7
P61204,0.0,0.0,0.0,3
P61221,0.0,0.0,0.0,8
P61236,0.0,0.0,0.0,3
P61244,0.0,0.0,0.0,4
P61247,0.0,0.0,0.0,3
P61254,0.0,0.0,0.0,1
P61289,0.0,0.0,0.0,6
P61313,0.0,0.0,0.0,4
P61326,0.0,0.0,0.0,3
P61353,0.0,0.0,0.0,3
P61371,0.0,0.0,0.0,2
P61421,0.0,0.0,0.0,6
P61457,0.0,0.0,0.0,3
P61586,0.0,0.0,0.0,2
P61599,0.0,0.0,0.0,4
P61604,0.0,0.0,0.0,4
P61619,0.0,0.0,0.0,6
P61758,0.0,0.0,0.0,1
P61764,0.0,0.0,0.0,11
P61803,0.0,0.0,0.0,3
P61812,0.0,0.0,0.0,2
P61916,0.0,0.0,0.0,1
P61923,0.0,0.0,0.0,6
P61962,0.0,0.0,0.0,3
P61964,0.0,0.0,0.0,2
P61966,0.0,0.0,0.0,2
P61970,0.0,0.0,0.0,1
P61978,0.0,0.0,0.0,4
P61981,0.0,0.0,0.0,2
P62081,0.0,0.0,0.0,2
P62136,0.0,0.0,0.0,2
P62140,0.0,0.0,0.0,3
P62191,0.0,0.0,0.0,7
P62195,0.0,0.0,0.0,8
P62241,0.0,0.0,0.0,1
P62244,0.0,0.0,0.0,2
P62249,0.0,0.0,0.0,2
P62256,0.0,0.0,0.0,3
P62258,0.0,0.0,0.0,3
P62266,0.0,0.0,0.0,1
P62269,0.0,0.0,0.0,3
P62277,0.0,0.0,0.0,3
P62280,0.0,0.0,0.0,2
P62306,0.0,0.0,0.0,2
