uniprot_id	uniprot_length	af_length	length_match	has_isoform_suffix	downloaded_model	coverage	n_peptides	n_context_matches	n_context_mismatches
Q9NR31	198	198	True	False	alphafold_v6	ok	4	4	0
Q9BYX4	1025	1025	True	False	alphafold_v6	ok	7	7	0
O14863	429	429	True	False	alphafold_v6	ok	1	1	0
Q6UB35	978	978	True	False	alphafold_v6	ok	11	11	0
Q9NP97	96	96	True	False	alphafold_v6	ok	2	2	0
P29536	600	600	True	False	alphafold_v6	ok	0	0	0
Q9BZE1	423	423	True	False	alphafold_v6	ok	4	4	0
Q9NQC7	956	956	True	False	alphafold_v6	ok	2	2	0
Q8N0S6	344	344	True	False	alphafold_v6	ok	3	3	0
Q86WR7	435	435	True	False	alphafold_v6	ok	1	1	0
Q2M3C6	523	523	True	False	alphafold_v6	ok	0	0	0
Q68DA7	1419	1419	True	False	alphafold_v6	ok	1	1	0
P12074	109	109	True	False	alphafold_v6	ok	3	3	0
B9PX63	152	152	True	False	alphafold_v6	ok	0	0	0
O75439	489	489	True	False	alphafold_v6	ok	2	2	0
Q6ZVD8	1323	1323	True	False	alphafold_v6	ok	3	3	0
P00505	430	430	True	False	alphafold_v6	ok	2	2	0
P11233	206	206	True	False	alphafold_v6	ok	0	0	0
P9WQN1	452	452	True	False	alphafold_v6	ok	0	0	0
Q8N7U6	833	833	True	False	alphafold_v6	ok	0	0	0
Q9NX09	232	232	True	False	alphafold_v6	ok	3	3	0
O15027	2357	2357	True	False	alphafold_v6	ok	16	16	0
P00367	558	558	True	False	alphafold_v6	ok	2	2	0
P37840	140	140	True	False	alphafold_v6	ok	2	2	0
Q6P2I3	314	314	True	False	alphafold_v6	ok	4	4	0
Q68DN1	1984	1984	True	False	alphafold_v6	ok	1	1	0
O14832	338	338	True	False	alphafold_v6	ok	1	1	0
P43121	646	646	True	False	alphafold_v6	ok	0	0	0
Q969T9	261	261	True	False	alphafold_v6	ok	2	2	0
Q9NQL2	400	400	True	False	alphafold_v6	ok	4	4	0
Q86XK2	927	927	True	False	alphafold_v6	ok	4	4	0
O43399	206	206	True	False	alphafold_v6	ok	2	2	0
Q8TED1	209	209	True	False	alphafold_v6	ok	1	1	0
P51784	963	963	True	False	alphafold_v6	ok	8	8	0
P35813	382	382	True	False	alphafold_v6	ok	1	1	0
Q9BXN1	380	380	True	False	alphafold_v6	ok	0	0	0
O15121	323	323	True	False	alphafold_v6	ok	5	5	0
Q9UI26	975	975	True	False	alphafold_v6	ok	8	8	0
Q9BSK4	669	669	True	False	alphafold_v6	ok	7	7	0
Q02930	508	508	True	False	alphafold_v6	ok	0	0	0
Q9NUP1	217	217	True	False	alphafold_v6	ok	2	2	0
O75394	65	65	True	False	alphafold_v6	ok	1	1	0
Q9NSA2	647	647	True	False	alphafold_v6	ok	1	1	0
Q96L92	541	541	True	False	alphafold_v6	ok	3	3	0
P02675	491	491	True	False	alphafold_v6	ok	0	0	0
Q96G23	380	380	True	False	alphafold_v6	ok	4	4	0
Q9NPF0	282	282	True	False	alphafold_v6	ok	1	1	0
P98174	961	961	True	False	alphafold_v6	ok	3	3	0
Q8NHH9	583	583	True	False	alphafold_v6	ok	3	3	0
Q9UBB6	729	729	True	False	alphafold_v6	ok	10	10	0
O15235	138	138	True	False	alphafold_v6	ok	3	3	0
O94979	1220	1220	True	False	alphafold_v6	ok	11	11	0
Q9P206	1035	1035	True	False	alphafold_v6	ok	1	1	0
Q9Y3D3	137	137	True	False	alphafold_v6	ok	1	1	0
Q16527	193	193	True	False	alphafold_v6	ok	1	1	0
Q9UBZ4	518	518	True	False	alphafold_v6	ok	1	1	0
Q9Y646	472	472	True	False	alphafold_v6	ok	2	2	0
Q9Y6G9	523	523	True	False	alphafold_v6	ok	4	4	0
Q9HAZ1	481	481	True	False	alphafold_v6	ok	0	0	0
P85299	388	388	True	False	alphafold_v6	ok	0	0	0
Q8NEA6	775	775	True	False	alphafold_v6	ok	1	1	0
Q03154	408	408	True	False	alphafold_v6	ok	3	3	0
Q9Y6R4	1608	1608	True	False	alphafold_v6	ok	7	7	0
Q9UJU6	430	430	True	False	alphafold_v6	ok	1	1	0
Q99661	725	725	True	False	alphafold_v6	ok	5	5	0
Q8TBB1	728	728	True	False	alphafold_v6	ok	0	0	0
P15018	202	202	True	False	alphafold_v6	ok	1	1	0
Q9BZZ5	524	524	True	False	alphafold_v6	ok	7	7	0
A0A076NBC8	688	688	True	False	alphafold_v6	ok	0	0	0
O00462	879	879	True	False	alphafold_v6	ok	1	1	0
Q9NRW3	190	190	True	False	alphafold_v6	ok	0	0	0
P33992	734	734	True	False	alphafold_v6	ok	16	16	0
Q9Y2H5	1048	1048	True	False	alphafold_v6	ok	1	1	0
Q5U5R9	776	776	True	False	alphafold_v6	ok	2	2	0
P04049	648	648	True	False	alphafold_v6	ok	2	2	0
Q9Y2J2-2	865	865	True	True	alphafold_v6	ok	0	0	0
Q9NTA9	399	399	True	False	alphafold_v6	ok	1	1	0
O43497	2377	2377	True	False	alphafold_v6	ok	0	0	0
Q9H9S3-2	437	437	True	True	alphafold_v6	ok	2	2	0
Q16555	572	572	True	False	alphafold_v6	ok	2	2	0
P25791	158	158	True	False	alphafold_v6	ok	1	1	0
Q15274	297	297	True	False	alphafold_v6	ok	9	9	0
O00712	420	420	True	False	alphafold_v6	ok	1	1	0
Q8NDZ2	872	872	True	False	alphafold_v6	ok	2	2	0
P01859	395	395	True	False	alphafold_v6	ok	1	1	0
Q05209	780	780	True	False	alphafold_v6	ok	2	2	0
B5MCY1	1934	1934	True	False	alphafold_v6	ok	1	1	0
Q6R2W3	1325	1325	True	False	alphafold_v6	ok	6	6	0
P51828	1080	1080	True	False	alphafold_v6	ok	1	1	0
Q02763	1124	1124	True	False	alphafold_v6	ok	1	1	0
P08174	381	381	True	False	alphafold_v6	ok	1	1	0
Q6BDS2	1440	1440	True	False	alphafold_v6	ok	2	2	0
Q05193	864	864	True	False	alphafold_v6	ok	3	3	0
Q6UWB1	636	636	True	False	alphafold_v6	ok	3	3	0
O60292	1781	1781	True	False	alphafold_v6	ok	3	3	0
Q9UDY8	824	824	True	False	alphafold_v6	ok	2	2	0
Q7L576	1253	1253	True	False	alphafold_v6	ok	16	16	0
Q9UKZ1	510	510	True	False	alphafold_v6	ok	4	4	0
Q9UD57	310	310	True	False	alphafold_v6	ok	0	0	0
O75530	441	441	True	False	alphafold_v6	ok	0	0	0
Q16594	264	264	True	False	alphafold_v6	ok	2	2	0
Q9UBJ2	740	740	True	False	alphafold_v6	ok	2	2	0
P09936	223	223	True	False	alphafold_v6	ok	2	2	0
Q2KHR2	1460	1460	True	False	alphafold_v6	ok	0	0	0
Q92959	643	643	True	False	alphafold_v6	ok	1	1	0
P22607	806	806	True	False	alphafold_v6	ok	1	1	0
P42892	770	770	True	False	alphafold_v6	ok	2	2	0
Q14995	579	579	True	False	alphafold_v6	ok	3	3	0
O60662	606	606	True	False	alphafold_v6	ok	1	1	0
Q96RK0	2517	2517	True	False	alphafold_v6	ok	4	4	0
Q9Y2T3	454	454	True	False	alphafold_v6	ok	0	0	0
O95969	90	90	True	False	alphafold_v6	ok	0	0	0
O75943	681	681	True	False	alphafold_v6	ok	1	1	0
O75063	409	409	True	False	alphafold_v6	ok	1	1	0
P06733	434	434	True	False	alphafold_v6	ok	13	13	0
A6NJU9	1138	1138	True	False	alphafold_v6	ok	2	2	0
Q5W0Q7	1092	1092	True	False	alphafold_v6	ok	1	1	0
Q5H9S7	520	520	True	False	alphafold_v6	ok	3	3	0
Q7L1Q6	419	419	True	False	alphafold_v6	ok	8	8	0
P49588	968	968	True	False	alphafold_v6	ok	9	9	0
Q9UKY4	750	750	True	False	alphafold_v6	ok	5	5	0
P15144	967	967	True	False	alphafold_v6	ok	0	0	0
O14709	1029	1029	True	False	alphafold_v6	ok	1	1	0
Q9NQ66	1216	1216	True	False	alphafold_v6	ok	1	1	0
Q9ULD9	1512	1512	True	False	alphafold_v6	ok	0	0	0
Q12926	359	359	True	False	alphafold_v6	ok	1	1	0
Q8NCN2	500	500	True	False	alphafold_v6	ok	2	2	0
C9JN71	531	531	True	False	alphafold_v6	ok	1	1	0
Q5VYS8	1495	1495	True	False	alphafold_v6	ok	2	2	0
Q9BYT3	514	514	True	False	alphafold_v6	ok	0	0	0
Q8N163	923	923	True	False	alphafold_v6	ok	8	8	0
P28289	359	359	True	False	alphafold_v6	ok	0	0	0
P78346	268	268	True	False	alphafold_v6	ok	1	1	0
Q9Y275	285	285	True	False	alphafold_v6	ok	0	0	0
Q9NR50	452	452	True	False	alphafold_v6	ok	1	1	0
Q9Y483	593	593	True	False	alphafold_v6	ok	3	3	0
P00750	562	562	True	False	alphafold_v6	ok	1	1	0
Q9UHX3	823	823	True	False	alphafold_v6	ok	5	5	0
P15927	270	270	True	False	alphafold_v6	ok	1	1	0
Q0D2K0	404	404	True	False	alphafold_v6	ok	2	2	0
Q9BV90	132	132	True	False	alphafold_v6	ok	1	1	0
Q03167	851	851	True	False	alphafold_v6	ok	1	1	0
Q9NWZ5	548	548	True	False	alphafold_v6	ok	3	3	0
Q9NRB3	414	414	True	False	alphafold_v6	ok	2	2	0
Q8TDY4	903	903	True	False	alphafold_v6	ok	1	1	0
E9PKB1	962	962	True	False	alphafold_v6	ok	2	2	0
Q99439	309	309	True	False	alphafold_v6	ok	2	2	0
P12883	1935	1935	True	False	alphafold_v6	ok	3	3	0
P31943	449	449	True	False	alphafold_v6	ok	6	6	0
Q9GZR5	314	314	True	False	alphafold_v6	ok	2	2	0
Q13191	982	982	True	False	alphafold_v6	ok	6	6	0
Q15782	390	390	True	False	alphafold_v6	ok	4	4	0
P37287	484	484	True	False	alphafold_v6	ok	2	2	0
P04843	607	607	True	False	alphafold_v6	ok	16	16	0
Q04637	1599	1599	True	False	alphafold_v6	ok	24	24	0
Q8TDP1	164	164	True	False	alphafold_v6	ok	2	2	0
K7ELM4	139	139	True	False	alphafold_v6	ok	1	1	0
P16591	822	822	True	False	alphafold_v6	ok	0	0	0
P48723	471	471	True	False	alphafold_v6	ok	3	3	0
Q8NES3	379	379	True	False	alphafold_v6	ok	0	0	0
Q92482	292	292	True	False	alphafold_v6	ok	1	1	0
Q8IYY4	767	767	True	False	alphafold_v6	ok	0	0	0
Q02878	288	288	True	False	alphafold_v6	ok	6	6	0
Q9H269	839	839	True	False	alphafold_v6	ok	4	4	0
Q8ND82	737	737	True	False	alphafold_v6	ok	0	0	0
Q969F9	1004	1004	True	False	alphafold_v6	ok	8	8	0
B4DJD7	266	266	True	False	alphafold_v6	ok	1	1	0
Q08357	652	652	True	False	alphafold_v6	ok	0	0	0
Q2VPB7	878	878	True	False	alphafold_v6	ok	5	5	0
P02144	154	154	True	False	alphafold_v6	ok	1	1	0
Q9HCI7	577	577	True	False	alphafold_v6	ok	2	2	0
Q5T0N5	605	605	True	False	alphafold_v6	ok	1	1	0
Q8WWN9	437	437	True	False	alphafold_v6	ok	1	1	0
P52435	117	117	True	False	alphafold_v6	ok	2	2	0
Q96G27	269	269	True	False	alphafold_v6	ok	0	0	0
O15084	1053	1053	True	False	alphafold_v6	ok	1	1	0
O75747	1486	1486	True	False	alphafold_v6	ok	0	0	0
O43482	229	229	True	False	alphafold_v6	ok	2	2	0
Q9H1B7	796	796	True	False	alphafold_v6	ok	3	3	0
O60307	1309	1309	True	False	alphafold_v6	ok	4	4	0
Q8N9I5	368	356	False	False	alphafold_v6	ok	1	0	1
E9PN77	143	143	True	False	alphafold_v6	ok	1	1	0
Q8IUX7	1158	1158	True	False	alphafold_v6	ok	2	2	0
Q6VY07	963	963	True	False	alphafold_v6	ok	6	6	0
P34820	402	402	True	False	alphafold_v6	ok	3	3	0
Q9UKV0	1011	1011	True	False	alphafold_v6	ok	3	3	0
Q8WVX9	515	515	True	False	alphafold_v6	ok	5	5	0
Q13454	348	348	True	False	alphafold_v6	ok	4	4	0
P46926	289	289	True	False	alphafold_v6	ok	2	2	0
Q9HAI6	301	301	True	False	alphafold_v6	ok	2	2	0
Q8N283	1001	1001	True	False	alphafold_v6	ok	3	3	0
O75095	1541	1541	True	False	alphafold_v6	ok	0	0	0
Q96P48	1450	1450	True	False	alphafold_v6	ok	4	4	0
Q5SWX8	454	454	True	False	alphafold_v6	ok	1	1	0
Q8N6D5	301	301	True	False	alphafold_v6	ok	1	1	0
Q8NHS3	518	518	True	False	alphafold_v6	ok	1	1	0
Q15714	1073	1073	True	False	alphafold_v6	ok	1	1	0
Q01844	656	656	True	False	alphafold_v6	ok	2	2	0
P18825	462	462	True	False	alphafold_v6	ok	1	1	0
Q96LR5	201	201	True	False	alphafold_v6	ok	1	1	0
Q9Y240	323	323	True	False	alphafold_v6	ok	9	9	0
O15504	423	423	True	False	alphafold_v6	ok	2	2	0
O75146	1068	1068	True	False	alphafold_v6	ok	5	5	0
Q04724	770	770	True	False	alphafold_v6	ok	2	2	0
Q96Q89	1820	1820	True	False	alphafold_v6	ok	10	10	0
Q6ZNW5	385	385	True	False	alphafold_v6	ok	0	0	0
P50539-3	295	295	True	True	alphafold_v6	ok	1	1	0
O43286	388	388	True	False	alphafold_v6	ok	1	1	0
P54108	245	245	True	False	alphafold_v6	ok	1	1	0
P49815	1807	1807	True	False	alphafold_v6	ok	12	12	0
P55344	173	173	True	False	alphafold_v6	ok	1	1	0
E9PAM5	178	178	True	False	alphafold_v6	ok	1	1	0
Q9P0S3	153	153	True	False	alphafold_v6	ok	3	3	0
O75390	466	466	True	False	alphafold_v6	ok	1	1	0
Q8IYM0	893	893	True	False	alphafold_v6	ok	0	0	0
Q8N1G2	835	835	True	False	alphafold_v6	ok	3	3	0
Q8N264	748	748	True	False	alphafold_v6	ok	1	1	0
E9PMA4	443	443	True	False	alphafold_v6	ok	1	1	0
A1A5C5	751	751	True	False	alphafold_v6	ok	1	1	0
Q08999	1139	1139	True	False	alphafold_v6	ok	1	1	0
Q2TAA5	492	492	True	False	alphafold_v6	ok	3	3	0
Q9Y6K0	416	416	True	False	alphafold_v6	ok	2	2	0
Q8N184	647	647	True	False	alphafold_v6	ok	1	1	0
P08709	466	466	True	False	alphafold_v6	ok	1	1	0
Q15283	850	850	True	False	alphafold_v6	ok	1	1	0
Q9BX70	525	525	True	False	alphafold_v6	ok	4	4	0
P57740	925	925	True	False	alphafold_v6	ok	3	3	0
P30291	646	646	True	False	alphafold_v6	ok	1	1	0
O00555	2506	2506	True	False	alphafold_v6	ok	3	3	0
Q9Y3D2	182	182	True	False	alphafold_v6	ok	1	1	0
Q5FWF4	1079	1079	True	False	alphafold_v6	ok	4	4	0
Q99576	134	134	True	False	alphafold_v6	ok	3	3	0
Q9UBB4	475	475	True	False	alphafold_v6	ok	5	5	0
Q04917	246	246	True	False	alphafold_v6	ok	4	4	0
Q8N531	539	539	True	False	alphafold_v6	ok	4	4	0
Q9NXK8	326	326	True	False	alphafold_v6	ok	4	4	0
Q8IUZ5	450	450	True	False	alphafold_v6	ok	2	2	0
P48060	266	266	True	False	alphafold_v6	ok	1	1	0
Q66K79	652	652	True	False	alphafold_v6	ok	2	2	0
P33241	339	339	True	False	alphafold_v6	ok	2	2	0
Q9NX04	203	203	True	False	alphafold_v6	ok	2	2	0
Q12879	1464	1464	True	False	alphafold_v6	ok	1	1	0
P09228	141	141	True	False	alphafold_v6	ok	1	1	0
O60733	806	806	True	False	alphafold_v6	ok	1	1	0
P51955	445	445	True	False	alphafold_v6	ok	1	1	0
Q8IUG5	2567	2567	True	False	alphafold_v6	ok	3	3	0
O60934	754	754	True	False	alphafold_v6	ok	2	2	0
Q9NPH3	570	570	True	False	alphafold_v6	ok	1	1	0
Q14627	380	380	True	False	alphafold_v6	ok	1	1	0
P03905	459	459	True	False	alphafold_v6	ok	3	3	0
O43913	435	435	True	False	alphafold_v6	ok	3	3	0
P49715	358	358	True	False	alphafold_v6	ok	1	1	0
Q9ULD4	1205	1205	True	False	alphafold_v6	ok	2	2	0
Q8WU76	684	684	True	False	alphafold_v6	ok	5	5	0
Q9Y3D9	190	190	True	False	alphafold_v6	ok	0	0	0
Q2TB10	664	664	True	False	alphafold_v6	ok	2	2	0
P49821	464	464	True	False	alphafold_v6	ok	2	2	0
A1L378	1002	1002	True	False	alphafold_v6	ok	1	1	0
Q8TCJ2	826	826	True	False	alphafold_v6	ok	5	5	0
Q15034	1050	1050	True	False	alphafold_v6	ok	5	5	0
Q9UNX3	145	145	True	False	alphafold_v6	ok	1	1	0
P57078	832	832	True	False	alphafold_v6	ok	1	1	0
Q9BYI3	521	521	True	False	alphafold_v6	ok	7	7	0
Q9BWD1	397	397	True	False	alphafold_v6	ok	2	2	0
Q8NCF5	419	419	True	False	alphafold_v6	ok	2	2	0
Q9UGJ1	667	667	True	False	alphafold_v6	ok	10	10	0
Q8N6M3	262	262	True	False	alphafold_v6	ok	1	1	0
P43308	183	183	True	False	alphafold_v6	ok	2	2	0
Q96P63	405	405	True	False	alphafold_v6	ok	0	0	0
Q9BXG8	430	430	True	False	alphafold_v6	ok	0	0	0
O43819	266	266	True	False	alphafold_v6	ok	1	1	0
P51149	207	207	True	False	alphafold_v6	ok	2	2	0
Q86W34	360	360	True	False	alphafold_v6	ok	3	3	0
Q8NFQ8	470	470	True	False	alphafold_v6	ok	2	2	0
P02461	1466	1466	True	False	alphafold_v6	ok	2	2	0
Q8IYB1	491	491	True	False	alphafold_v6	ok	4	4	0
Q9P2W9	335	335	True	False	alphafold_v6	ok	2	2	0
Q9HBA0	871	871	True	False	alphafold_v6	ok	0	0	0
Q96CQ1	311	311	True	False	alphafold_v6	ok	2	2	0
P01624	115	115	True	False	alphafold_v6	ok	0	0	0
P10321	366	366	True	False	alphafold_v6	ok	5	5	0
Q9Y6H8	435	435	True	False	alphafold_v6	ok	1	1	0
Q14938	502	502	True	False	alphafold_v6	ok	4	4	0
Q9NTJ5	587	587	True	False	alphafold_v6	ok	2	2	0
Q9NYP7	299	299	True	False	alphafold_v6	ok	5	5	0
Q13093	441	441	True	False	alphafold_v6	ok	0	0	0
P01593	117	117	True	False	alphafold_v6	ok	0	0	0
Q7Z419	303	303	True	False	alphafold_v6	ok	1	1	0
A1L0T0	632	632	True	False	alphafold_v6	ok	2	2	0
Q96KE9	538	538	True	False	alphafold_v6	ok	1	1	0
P05161	165	165	True	False	alphafold_v6	ok	6	6	0
Q6NUN7	778	778	True	False	alphafold_v6	ok	1	1	0
Q7L9B9	569	569	True	False	alphafold_v6	ok	2	2	0
Q8TES7	1133	1133	True	False	alphafold_v6	ok	3	3	0
P20813	491	491	True	False	alphafold_v6	ok	1	1	0
Q13394	359	359	True	False	alphafold_v6	ok	1	1	0
Q7Z6J2	395	395	True	False	alphafold_v6	ok	1	1	0
Q9H5L6	903	903	True	False	alphafold_v6	ok	1	1	0
O95255	1503	1503	True	False	alphafold_v6	ok	4	4	0
Q5C9Z4	860	860	True	False	alphafold_v6	ok	2	2	0
Q9UIL1	159	159	True	False	alphafold_v6	ok	1	1	0
P11274	1271	1271	True	False	alphafold_v6	ok	3	3	0
Q96HC4	596	596	True	False	alphafold_v6	ok	1	1	0
Q9BTL3	118	118	True	False	alphafold_v6	ok	1	1	0
Q8N961	1025	1025	True	False	alphafold_v6	ok	4	4	0
Q9UNW1	487	487	True	False	alphafold_v6	ok	2	2	0
K7EPA7	150	150	True	False	alphafold_v6	ok	1	1	0
Q9H9P8	463	463	True	False	alphafold_v6	ok	1	1	0
Q15475	284	284	True	False	alphafold_v6	ok	1	1	0
Q96GA3	475	475	True	False	alphafold_v6	ok	1	1	0
Q9NRW7	570	570	True	False	alphafold_v6	ok	9	9	0
Q5H9R7	873	873	True	False	alphafold_v6	ok	7	7	0
Q8NAF0	562	562	True	False	alphafold_v6	ok	2	2	0
Q9NTK1	212	212	True	False	alphafold_v6	ok	1	1	0
Q92833	1246	1246	True	False	alphafold_v6	ok	3	3	0
Q6UWZ7	409	409	True	False	alphafold_v6	ok	2	2	0
Q2NL98	169	169	True	False	alphafold_v6	ok	1	1	0
P01966	142	142	True	False	alphafold_v6	ok	1	1	0
Q8N1G0	1237	1237	True	False	alphafold_v6	ok	1	1	0
O60331	668	668	True	False	alphafold_v6	ok	3	3	0
Q9NYY8	710	710	True	False	alphafold_v6	ok	5	5	0
Q8NEF9	429	429	True	False	alphafold_v6	ok	1	1	0
Q9Y5L0	923	923	True	False	alphafold_v6	ok	7	7	0
Q7Z4V0	828	828	True	False	alphafold_v6	ok	1	1	0
Q8IZL9	346	346	True	False	alphafold_v6	ok	0	0	0
P49619	791	791	True	False	alphafold_v6	ok	0	0	0
Q07352	338	338	True	False	alphafold_v6	ok	1	1	0
Q9Y236	505	505	True	False	alphafold_v6	ok	3	3	0
Q9Y4F3	1742	1742	True	False	alphafold_v6	ok	2	2	0
P05129	697	697	True	False	alphafold_v6	ok	1	1	0
Q5T1R4	2406	2406	True	False	alphafold_v6	ok	3	3	0
Q9H2P9	285	285	True	False	alphafold_v6	ok	0	0	0
Q9UMX0	589	589	True	False	alphafold_v6	ok	4	4	0
P09622	509	509	True	False	alphafold_v6	ok	0	0	0
P11308	479	479	True	False	alphafold_v6	ok	2	2	0
Q9Y2H9	1570	1570	True	False	alphafold_v6	ok	1	1	0
P51888	382	382	True	False	alphafold_v6	ok	1	1	0
Q5TDH0	399	399	True	False	alphafold_v6	ok	0	0	0
P0C7T4	53	53	True	False	alphafold_v6	ok	1	1	0
Q0IIM8	1120	1120	True	False	alphafold_v6	ok	6	6	0
Q9BTE3	642	642	True	False	alphafold_v6	ok	11	11	0
A0A7I2RVZ4	540	540	True	False	alphafold_v6	ok	2	2	0
Q96HP0	2047	2047	True	False	alphafold_v6	ok	5	5	0
O95342	1321	1321	True	False	alphafold_v6	ok	2	2	0
Q13724	837	837	True	False	alphafold_v6	ok	4	4	0
P46020	1223	1223	True	False	alphafold_v6	ok	2	2	0
Q96C10	678	678	True	False	alphafold_v6	ok	7	7	0
Q9Y3L3	701	701	True	False	alphafold_v6	ok	7	7	0
Q07666	443	443	True	False	alphafold_v6	ok	8	8	0
Q96ME7	567	567	True	False	alphafold_v6	ok	1	1	0
Q9H0Z9	239	239	True	False	alphafold_v6	ok	4	4	0
P10073	491	491	True	False	alphafold_v6	ok	1	1	0
O14524	444	444	True	False	alphafold_v6	ok	1	1	0
Q7KZN9	410	410	True	False	alphafold_v6	ok	5	5	0
Q86XI8	627	627	True	False	alphafold_v6	ok	2	2	0
Q9UPQ9	1833	1833	True	False	alphafold_v6	ok	1	1	0
G3V218	57	57	True	False	alphafold_v6	ok	1	1	0
Q8N4V1	131	131	True	False	alphafold_v6	ok	1	1	0
Q9Y2X9	895	895	True	False	alphafold_v6	ok	3	3	0
Q8IVB5	337	337	True	False	alphafold_v6	ok	1	1	0
Q9NXE4	866	866	True	False	alphafold_v6	ok	8	8	0
Q86V20	835	835	True	False	alphafold_v6	ok	1	1	0
O94983	1202	1202	True	False	alphafold_v6	ok	3	3	0
Q9P275	1123	1123	True	False	alphafold_v6	ok	4	4	0
Q9H0R1	490	490	True	False	alphafold_v6	ok	1	1	0
Q6NUI2	795	795	True	False	alphafold_v6	ok	1	1	0
Q9Y5P6	360	360	True	False	alphafold_v6	ok	1	1	0
Q2PZI1	675	675	True	False	alphafold_v6	ok	1	1	0
Q5T7W7	516	516	True	False	alphafold_v6	ok	1	1	0
P11310	421	421	True	False	alphafold_v6	ok	2	2	0
Q8IYR2	804	804	True	False	alphafold_v6	ok	4	4	0
Q96B54	188	188	True	False	alphafold_v6	ok	1	1	0
Q9NRN7	309	309	True	False	alphafold_v6	ok	1	1	0
Q5W0Z9	365	365	True	False	alphafold_v6	ok	0	0	0
Q15907	218	218	True	False	alphafold_v6	ok	0	0	0
O43895	674	674	True	False	alphafold_v6	ok	0	0	0
P13284	250	250	True	False	alphafold_v6	ok	7	7	0
P42345	2549	2549	True	False	alphafold_v6	ok	16	16	0
O75821	320	320	True	False	alphafold_v6	ok	1	1	0
Q6NYC1	403	403	True	False	alphafold_v6	ok	0	0	0
Q96K62	511	511	True	False	alphafold_v6	ok	0	0	0
Q9BW27	656	656	True	False	alphafold_v6	ok	13	13	0
Q96M89	665	665	True	False	alphafold_v6	ok	2	2	0
Q9UFV3	132	132	True	False	alphafold_v6	partial:1-132	0	0	0
P26368	475	475	True	False	alphafold_v6	ok	3	3	0
Q16512	942	942	True	False	alphafold_v6	ok	4	4	0
A0A1W2PP35	728	728	True	False	alphafold_v6	ok	0	0	0
Q9UBX8	382	382	True	False	alphafold_v6	ok	2	2	0
Q2M2I8	961	961	True	False	alphafold_v6	ok	3	3	0
Q6UXG8	535	535	True	False	alphafold_v6	ok	1	1	0
Q9P1A2	415	415	True	False	alphafold_v6	ok	1	1	0
Q7Z7J9	78	78	True	False	alphafold_v6	ok	1	1	0
O75369	2602	2602	True	False	alphafold_v6	ok	9	9	0
Q9UPS6	1966	1966	True	False	alphafold_v6	ok	4	4	0
Q3KRA9	238	238	True	False	alphafold_v6	ok	1	1	0
Q9Y6Y8	1000	1000	True	False	alphafold_v6	ok	8	8	0
Q9NVH2	962	962	True	False	alphafold_v6	ok	10	10	0
Q9Y262	564	564	True	False	alphafold_v6	ok	11	11	0
P18848	351	351	True	False	alphafold_v6	ok	6	6	0
P61160	394	394	True	False	alphafold_v6	ok	13	13	0
Q8N1I0	1966	1966	True	False	alphafold_v6	ok	6	6	0
O14556	408	408	True	False	alphafold_v6	ok	1	1	0
Q13867	455	455	True	False	alphafold_v6	ok	1	1	0
O14910	233	233	True	False	alphafold_v6	ok	0	0	0
Q8WUM4	868	868	True	False	alphafold_v6	ok	7	7	0
Q5U4P2	390	390	True	False	alphafold_v6	ok	0	0	0
Q86VS8	718	718	True	False	alphafold_v6	ok	7	7	0
Q7Z6B0	441	441	True	False	alphafold_v6	ok	4	4	0
Q14807	665	665	True	False	alphafold_v6	ok	5	5	0
Q9H9Y4	310	310	True	False	alphafold_v6	ok	4	4	0
Q92932	1015	1015	True	False	alphafold_v6	ok	2	2	0
Q12770	1279	1279	True	False	alphafold_v6	ok	6	6	0
Q96P31	734	734	True	False	alphafold_v6	ok	2	2	0
Q9UPT5	735	735	True	False	alphafold_v6	ok	2	2	0
Q99575	1024	1024	True	False	alphafold_v6	ok	2	2	0
O75052	506	506	True	False	alphafold_v6	ok	0	0	0
Q8NBU5	361	361	True	False	alphafold_v6	ok	4	4	0
Q9BTU6	479	479	True	False	alphafold_v6	ok	2	2	0
Q8TEL6	797	797	True	False	alphafold_v6	ok	14	14	0
Q6IA86	826	826	True	False	alphafold_v6	ok	6	6	0
P63173	70	70	True	False	alphafold_v6	ok	0	0	0
P18085	180	180	True	False	alphafold_v6	ok	2	2	0
Q96ER3	474	474	True	False	alphafold_v6	ok	6	6	0
O43252	624	624	True	False	alphafold_v6	ok	3	3	0
Q9NWH9	1034	1034	True	False	alphafold_v6	ok	1	1	0
Q9UDV6	495	495	True	False	alphafold_v6	ok	1	1	0
Q01130	221	221	True	False	alphafold_v6	ok	1	1	0
Q8IX04	471	471	True	False	alphafold_v6	ok	4	4	0
Q9Y6W3	813	813	True	False	alphafold_v6	ok	2	2	0
Q96TA1	746	746	True	False	alphafold_v6	ok	4	4	0
Q9BQD7	235	235	True	False	alphafold_v6	ok	1	1	0
Q86T24	672	672	True	False	alphafold_v6	ok	2	2	0
Q9NT62	314	314	True	False	alphafold_v6	ok	3	3	0
P17027	643	643	True	False	alphafold_v6	ok	1	1	0
Q96GY3	246	246	True	False	alphafold_v6	ok	1	1	0
P01721	117	117	True	False	alphafold_v6	ok	1	1	0
Q13029	1718	1718	True	False	alphafold_v6	ok	1	1	0
O75037	1637	1637	True	False	alphafold_v6	ok	2	2	0
P49720	205	205	True	False	alphafold_v6	ok	5	5	0
